customer_code,customer_name,Sales person,sales_person,Customer Map,Active?,market_group,region,sub_region,company_group,door_type,sheet_name,workbook_name,workbook_type,Region,Country,2025 Cluster,channel,2026 Cluster,budget_version
25069,Simply Bliss SkinCare LLC,Lisa,Lisa,,Yes,,,,,,2025,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Southeast,,,,,2026.01.22
25070,Renaissance Hotel Partners LLC,Emily,Emily,,Yes,,,,,,2025,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Northeast,,,,,2026.01.22
25071,Nerdium LLC; Texas,Emily,Emily,,Yes,,,,,,2025,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Central,,,,,2026.01.22
25072,Balboa Bay Club Ventures LLC,Amy,Amy,,Yes,,,,,,2025,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,West,,,,,2026.01.22
25073,Mario Tricoci Hair Salons & Day Spas,Emily,Emily,,Yes,,,,,,2025,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Central,,,,,2026.01.22
25074,"Houstonian Campus, LLC",Emily,Emily,,Yes,,,,,,2025,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Central,,,,,2026.01.22
25075,Wyndham Grand Rio Mar Hotel,Melissa,Melissa,,Yes,,,,,,2025,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Other,,,,,2026.01.22
25076,Costa d' Este Beach Resort & Spa,Melissa,Melissa,,Yes,,,,,,2025,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Other,,,,,2026.01.22
25003,The resort at Longboat Key CLub; Florida,Lisa,Lisa,,No,,,,,,2025B,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Southeast,,,,,2026.01.22
25009,Glo Rejuvenation; Oregon,Amy,Amy,,No,,,,,,2025B,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,West,,,,,2026.01.22
25011,D&G Global Inc.; Claire Gobler; CA,Amy,Amy,,No,,,,,,2025B,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,West,,,,,2026.01.22
25013,Gurney ´s Inn Resort & Spa LLC; NY,Emily,Emily,,No,,,,,,2025B,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Central,,,,,2026.01.22
25018,Iridescent LLC; Big-Bang; Miiami; Paula,Lisa,Lisa,,No,,,,,,2025B,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Southeast,,,,,2026.01.22
25019,Banyan Cay Res.; W Palm Beach; Melissa,Lisa,Lisa,,No,,,,,,2025B,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Southeast,,,,,2026.01.22
25020,Faena Hotel Miami Beach; FL,Lisa,Lisa,,No,,,,,,2025B,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Southeast,,,,,2026.01.22
25021,TALISKER CLUB; Holly Arndt,Amy,Amy,,No,,,,,,2025B,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Central,,,,,2026.01.22
25022,Beating Hearts; Dallas; Lori Feste,Amy,Amy,,No,,,,,,2025B,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Central,,,,,2026.01.22
25023,HLP Hotels LLC DBA Lost Pines; Texas,Amy,Amy,,No,,,,,,2025B,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Central,,,,,2026.01.22
25025,"ARCH Amenity Group, Florida",Lisa,Lisa,,No,,,,,,2025B,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Southeast,,,,,2026.01.22
25028,Jenny Y Yu; MD FACS PLLC,Emily,Emily,,No,,,,,,2025B,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Northeast,,,,,2026.01.22
25033,Body Works Day Spa; Stewart Manor,Emily,Emily,,No,,,,,,2025B,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Northeast,,,,,2026.01.22
25041,Agata Sokolowska; IL,Emily,Emily,,No,,,,,,2025B,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Central,,,,,2026.01.22
25000,West Coast Lifestyles Inc.; CA,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,West,,,,,2026.01.22
25001,Four Seasons Hotel Philadelphia; PA,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Northeast,,,,,2026.01.22
25002,Porto Vita/Villa Grande Club; Fl,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Southeast,,,,,2026.01.22
25004,Teton Mountain Lodge,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,West,,,,,2026.01.22
25008,"Stars Skincare Med Spa, Florida",,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Southeast,,,,,2026.01.22
25010,"Four Seasons Hotel, Fort Lauderdale; FL",,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Southeast,,,,,2026.01.22
25012,"Rosewood Sense Spa, CA",,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,West,,,,,2026.01.22
25015,Gateway Canyon Resort & Spa; CO,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,West,,,,,2026.01.22
25016,"Williams Island POA, Inc.Florida",,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Southeast,,,,,2026.01.22
25024,"Mt. Bailey Holdings, LLC; Four Seasons Hotel Atlanta",,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Southeast,,,,,2026.01.22
25026,JW Marriott Miami Turnberry,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Southeast,,,,,2026.01.22
25027,San Manuel Entert.; Yaamava Resort; Highland,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,West,,,,,2026.01.22
25029,Ana Molinari Inc.; FL,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Southeast,,,,,2026.01.22
25032,Four Seasons Hotel Las Vegas,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,West,,,,,2026.01.22
25034,"Live Love Spa; Tustin, CA",,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,West,,,,,2026.01.22
25035,Rosewood Little Dix Bay; Helen Lugo,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Other,,,,,2026.01.22
25036,MacArthur Place; LÁuberge de Sonoma LLC; CA,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,West,,,,,2026.01.22
25037,Equinox Holdings Inc; Boston,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Northeast,,,,,2026.01.22
25038,"Lemon & Honey Day Spa; Orange, CA",,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,West,,,,,2026.01.22
25039,Four Seasons Hotel Austin; DTRS Austin LLC,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,West,,,,,2026.01.22
25040,AMG Investments LLC; Fl,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Southeast,,,,,2026.01.22
25042,Eau Spa Palm Beach; Fl,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Southeast,,,,,2026.01.22
25043,"Jupiter Island Holdings, Inc.; Fl",,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Southeast,,,,,2026.01.22
25044,The Elms Hotel and Spa; Missouri,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Northeast,,,,,2026.01.22
25045,dba Haven Spa,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Northeast,,,,,2026.01.22
25046,"Beverly Wilshire,Four Seasons Hotel, CA",,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,West,,,,,2026.01.22
25047,"Four Seasons Resort Orlando,FL",,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Southeast,,,,,2026.01.22
25049,Four Seasons Baltimore; MD,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Northeast,,,,,2026.01.22
25050,"Mokara Hotel & Spa, Omni Hotels Management Corp.",,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,West,,,,,2026.01.22
25052,Rosewood Miramar Beach; CA,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,West,,,,,2026.01.22
25053,"Bonnie Frances Skin;Phoenix, AZ",,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,West,,,,,2026.01.22
25054,Four Seasons Hotel Nashville; TN,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Southeast,,,,,2026.01.22
25055,USREC Banyan Cay Resort LLC,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Southeast,,,,,2026.01.22
25056,AMI LLC Bergamos Retreat,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,West,,,,,2026.01.22
25057,Waldorf Astoria Spa Chicago,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Other,,,,,2026.01.22
25058,"Five Point Five, Inc.",,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,West,,,,,2026.01.22
25059,Red Rock Tivoli Aestetics,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Other,,,,,2026.01.22
25030,Saks.com LLC; NY (Web orders),,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Retail,,,,,2026.01.22
25031,"Saks & Co. LLC, NY (Palm Dessert B&M)",,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Retail,,,,,2026.01.22
25048,Luisa via Roma Group; New York,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Retail,,,,,2026.01.22
25051,Rennai Royalmount; Canada,,,,,,,,,,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Retail,,,,,2026.01.22
-25,New Customers - Emily,,,,,,,,,new_2025,2025 budget doc,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,Central,,,,,2026.01.22
